time,x,y,z,a
0.002292791672516614,-1.3608454491198063,0.04672626972198487,-1.1894675052165986,1.8080145537684198
0.01229579167556949,-1.4362033411860466,0.6230945026874543,-0.4219415134191513,1.6214072397950288
0.022298791649518535,-1.3806144466996193,0.8157035404443741,0.7130597627162933,1.7549708662921442
0.03230179165257141,-1.0576431977748872,0.8976680552959443,1.3129718095064165,1.910055508056466
0.042304791655624285,-0.5357793469727039,0.6373850977420807,1.4287256294488908,1.653655404160827
0.05230779165867716,0.03658749014139175,0.08798305392265321,1.6324233269691468,1.6352019999515108
0.062310791661730036,0.2445956088602543,-0.4363449597358704,1.5661287653446199,1.6440751945700294
0.07231379166478291,0.4645031037926674,-0.8653618964552879,0.31524912357330326,1.031501989907654
0.08231679166783579,1.3070307460427284,-0.6540081471204758,0.0382010293006897,1.462024400015472
0.09231979167088866,2.0774478936195373,-1.3581038358807564,-0.3552487564086914,2.5072769010757865
0.10232279167394154,2.3447518953680992,-1.5934759005904198,-1.5700908386707306,3.240711671573468
0.11232579167699441,0.9386889043450356,0.40772459328174593,-3.086478509902954,3.251726586784321
0.12232879165094346,-2.0442048646509647,2.908503006398678,-3.5781860768795015,5.043964598177423
0.13233179165399633,-3.536108343601227,2.8451159727573394,-4.468541019558907,6.369191939296987
0.1423347916570492,-3.6765479385852817,1.7292424008250238,-5.9699627423286445,7.221339153530939
0.15233779166010208,-2.677309946715832,0.9987368854880333,-6.416270772814751,7.023816238149648
0.16234079166315496,-0.9623981943726541,0.7791119572520256,-5.870894536972046,6.00005236566424
0.17234379166620784,0.16721677288413048,0.18351223200559616,-5.448291703462601,5.453945422760378
0.1823467916692607,1.0458433704078198,-1.4780673587322235,-4.863412848114968,5.189533312696372
0.19234979167231359,2.3450017176568507,-2.9809976631402972,-3.6047587484121326,5.232558242171347
0.20235279167536646,3.6139628505706787,-5.106457629203796,-1.6241612112522126,6.463322415313571
0.2123557916493155,3.8336880585551265,-6.4397970449924475,5.282865201830864,9.169341026034372
0.22235879165236838,6.104898353219032,-2.24394385099411,1.5463809639215471,6.685533785355487
0.23236179165542126,3.841801654994488,1.2462568330764772,-1.4020985788106919,4.275333492841367
0.24236479165847413,0.750072637796402,2.1949295657873154,-1.4518303173780442,2.7364458758024393
0.252367791661527,0.6317677507549525,3.015925713479519,1.7878434884548189,3.5624882791851
